text,score,score1,score2,score3,score4,score5
"Я всегда с радостью воспринимаю любые поездки, потому что это возможность слушать музыку в наушниках и смотреть на пролетающие мимо пейзажи.",1.6,1,4,1,1,1
"Единственный работающий фонарь в Мытищах спас больше людей, чем вся милиция города.",1.6,2,3,1,1,1
"- Эх вы, взрослые: сколько лет обещали нам все лучшее и обманули, - жаловались дети.",1.6,4,1,1,1,1
"В номинации ""отец года"" побеждает Станис Баратеон.",1.6,1,2,2,2,1
Кентервильское приведение ... А Вы смотрели в детстве?,1.6,2,1,3,1,1
"Минутка образования в твиттере. Помните, «Жи»-«ши» пишется через «И». «Чунга-Чанга» пишется через «унга» и «анга».",1.6,1,4,1,1,1
"Нехорошо, неправильно, вредно и не патриотично сомневаться в том, что объявляется как хорошо, правильно, полезно и патриотично.",1.6,1,1,1,4,1
— Нам надо расстаться. — Чойта?! — Потому что даже пропасть между нами культурная. А ты нет.,1.6,1,2,1,1,3
"В принципе, в родном городе не так уж и плохо. Главное, не трезветь. Не трезветь никогда и ни при каких обстоятельствах.",1.6,2,1,2,2,1
"Чтобы ориентироваться в любой ситуации надо знать всего две вещи: откуда светит солнце, и куда дует ветер.",1.6,2,1,3,1,1
Вчера стоял в длинной очереди в туалет... Научился танцевать тектоник!,1.6,1,2,3,1,1
"В настоящих кафе самообслуживания должно висеть не меню, а кулинарная книга.",1.6,2,2,1,1,2
"23 миллионера возвращаются домой, а 140 миллионов фантазёров возвращаются на землю.",1.6,1,1,4,1,1
"В многодетных семьях надо присваивать не только почётное звание - Мать-героиня, но и почётное звание - Отец-кормилец.",1.6,2,1,3,1,1
"Нужно срочно снять фильм ""Всегда говори ОЙ ВСЕ"".",1.6,1,1,2,2,2
"Хочешь начать новую жизнь с очередного понедельника или и вовсе с Нового Года? Знай, 2018 год начинается с ПОНЕДЕЛЬНИКА",1.6,2,1,2,2,1
"– Привет, пойдешь на встречу выпускников?  – Нет, у меня есть дела поважнее.  – Какие?  – Любые.",1.6,1,1,2,2,2
"Говорят, что деньги портят людей. Факт в том, что их отсутствие портит людей не меньше.",1.6,1,1,1,4,1
"Слегка раздражает, когда люди путают такие элементарные вещи, как ""Трейлер"" и ""Триллер"". Научитесь уже различать разницу, а?",1.6,1,1,3,2,1
Хочу парня. С машиной. Можно без парня,1.6,1,1,1,1,4
"Если вам на собеседовании сказали следующую фразу: Мне кажется, вы не подходите для этой должности. Только без обид!. Улыбнитесь и спокойно ответьте: Господи, да какие могут быть обиды! Если бы мне это сказал профессионал, так наверное бы расстроился. А вы чем меня обидеть можете?",1.6,2,1,1,1,3
"Космос находится всего лишь в часе езды на машине, если ехать вверх.",1.6,2,1,1,1,3
"Жизнь прожита не зря. Есть что вспомнить, но, к сожалению, нечего рассказать детям.",1.6,1,1,4,1,1
ЖЕНСКОЕ ПОВЕДЕНИЕ - РЕЗУЛЬТАТ МУЖСКОГО ОТНОШЕНИЯ!,1.6,2,3,1,1,1
Два факта о девушках: 1. Они довольно часто находятся в плохом настроении; 2. И в этом всегда виноват ты.,1.6,1,4,1,1,1
"- Что нового сегодня?- спрашивает один ливиец другого. - Говорят, Хамиса убили! - отвечают ему. - Я же спрашиваю, что нового?!",1.6,1,3,1,1,2
Конфузом окончился эксперимент по проведению дня открытых дверей в следственном изоляторе «Кресты».,1.6,1,1,2,3,1
"Смотрю телевизор... потом смотрю на рекламные баннеры на одноклассниках... не понимаю! У нас две Пугачевых? Одна поет, другая фотографируется?",1.6,1,2,1,1,3
Кидаю записки с номером телефона сына в капюшоны понравившихся мне девушек. Мама.,1.6,3,1,1,2,1
"Иногда очень хочется создать в голове папку, как на рабочем столе ""Что? Когда? Куда положил?"".",1.6,1,1,4,1,1
"- Говорят, армия вскоре станет на 70% контрактной? А что с оставшимися 30%? - Это, как обычно, уйдет на откат за заключение контракта...",1.6,1,2,1,2,2
Чемпионат по воркауту в Капотне обычно заканчивается блэкаутом в подземкке!,1.6,3,1,1,2,1
"Миллионы людей могли бы быть вместе, если бы каждый был способен на диалог.",1.6,1,2,2,1,2
"- Я так благодарна Коле. Это он помог мне забыть Васю. - А кто такой этот Вася? - О! Это тот, кто помог мне забыть Петю.",1.6,3,1,1,2,1
"Он обладал абсолютным музыкальным слухам и слышал, даже, как скребутся вирусы, пытаясь проникнуть на компьютер миную файервол.",1.6,1,1,3,2,1
"Грузино-российский конфликт показал, что армия американского образца прекрасно умеет воевать. При 12-кратном превосходстве сил.",1.6,3,1,1,1,2
"Есть примета: если дома закончились деньги, то вскоре обязательно закончатся еда, шампунь, зубная паста и туалетная бумага.",1.6,1,1,1,2,3
"Забирайте автографы рок-звёзд на стену, что бы хоть где-нибудь они у вас были",1.6,1,2,1,3,1
"Актуальный вариант старого анекдота про таможню: Это ваши бриллианты?, Нет, эти бриллианты ваши, у меня в квартире была только бижутерия",1.6,2,1,1,3,1
"Тише едешь, на лексусе значит.",1.6,2,2,1,2,1
"Жизнь как супермаркет, бери что хочешь, но не забывай касса - впереди. За все придется платить!",1.6,3,1,1,2,1
"""Закурить есть? "" он простодушно отвечал, что тренер по карате ему запретил курить...",1.6,2,2,1,2,1
"- Мужчина, вы хотите за мной поухаживать? - Да. - Ну, тогда начинайте говорить мне красивые слова. - Да не умею я говорить, можно вместо красивых слов, я вам свой бумажник покажу.",1.6,2,1,2,1,2
"Книги всегда выигрывают от того, что их не читают. Посмотрите, как хорошо сохранились томики классической литературы на ваших полках.",1.6,1,2,1,1,3
"Спательная экспедиция, на подкаменную Тунгуску, с треском провалилась.",1.6,1,1,3,1,2
"Рассказать девушке о своих доходах, все равно что рассказать бригаде клейщиков обоев, где вы планируете расставить мебель.",1.6,4,1,1,1,1
"Женская мечта - хоть раз в жизни выйти с полными сумками не из продуктового, а из ювелирного магазина.",1.6,1,2,1,1,3
"Мало кто знает, что автомобиль Ока можно заводить от аккумулятора для мобильного телефона.",1.6,2,2,1,2,1
"Айфоны, скайпы, телевизор в телефоне - вещи ныне тривиальные, а вот костер в лесу разжечь - магия.",1.6,1,1,2,1,3
"Тем временем на дворе 92 августа, а я всё ещё не завел летний курортный романчик.",1.6,3,1,1,1,2
"Один дома, это когда ты сидишь в туалете, и слышишь как играет музыку на компьютере",1.6,2,3,1,1,1
У меня у одной нет фотографий ни с нового года ни с остальных дней?,1.6,3,1,1,2,1
"Если уткнуться лицом в книгу, то можно получить близорукость, а можно –свою долю акций в Facebook .",1.6,1,1,1,3,2
В соцсетях пора добавлять раздел: Пробки - мы вместе стояли.,1.6,1,1,3,1,2
"Уже выпустили шестой айфон, а я еще на четвертый не заработал.",1.6,2,1,1,3,1
"Фиксирующий крем Корега - улыбаться, говорить и есть.. одновременно....",1.6,1,3,1,2,1
"Ошибки делают вас сильнее, если они не орфографические конечно.",1.6,3,1,1,1,2
"Пора худеть - это когда ты купила обруч, а он тебе как раз...",1.6,4,1,1,1,1
"Да, только к старости осознаешь в полной мере, что такое счастье. Это когда не болит спина, и можно поспать больше трех часов.",1.6,1,1,4,1,1
"Люди просто не рождаются с таким телом, как у меня. Для него нужно работать. Это требует многих лет валяния на диване и поедания сладкого.",1.4,2,2,1,1,1
"Ничто не увеличивает центр города так, как объявление о продаже квартиры.",1.4,3,1,1,1,1
"Банда квартирных домушников сильно рассширила свой бизнес, когда стала предлагать бесплатные вебкамеры жителям своего города для домашнего использования. Владельцы этих камер могли удалённо просматривать видео из своей квартиры на сервере домушников.",1.4,1,1,1,1,3
"Самые красивые девушки на курорте появляются когда уже заканчивается отпуск, а на работе, когда пора уходить на пенсию.",1.4,1,1,1,2,2
Срок годности моей улыбки истек.,1.4,1,1,2,2,1
Возможен семейный бригадный подряд),1.4,1,1,3,1,1
"Мы уже не сидим и не ждём светлого будущего, мы поднимаемся и маршируем в тёмное прошлое.",1.4,1,1,2,1,2
Плакат в офисе коммерческого банка: Служащий помни: сделка с правосудием - это сделка с совестью!,1.4,2,1,1,1,2
"Внимание! В связи с плановой очисткой здания от нечистой силы, просьба не мешать работе шамана и покинуть помещение не дожидаясь удара в бубен.",1.4,1,2,1,1,2
"Когда Женщина любит-она всё отдаёт, а когда не любит, то ВСЁ Забирает.",1.4,3,1,1,1,1
"А я бамбук, пустой бамбук, это после семи самбук… (с пятницей вас, товарищи!)",1.4,1,1,1,3,1
"Домашний телефон нужен хотя бы для того, чтобы можно было найти мобильный...",1.4,1,1,2,1,2
Где твой парень? Где мой что?,1.4,1,3,1,1,1
Лента новостей: В Испании объявлен конкурс на написание текста гимна Испании. Победил Сергей Михалков.,1.4,1,1,1,2,2
"Что Бог волос не дал? Давал рыжие, но я не взял!",1.4,2,1,2,1,1
"С третьего класса было понятно, кем она станет. Она предлагала отнести свой рюкзак почти каждому.",1.4,1,2,2,1,1
"11 января 1867 года в России вышел закон «О воспрещении промысла водить медведей для забавы народа», который действует до наших дней. А вы говорите…",1.4,3,1,1,1,1
"Обычно самые интересные идеи в головах у тех, у кого нет денег на их воплощение в жизнь.",1.4,2,2,1,1,1
"Программу Куклы вновь разрешили, она начинается 2 марта.",1.4,3,1,1,1,1
"8,5 сантиметров - достаточно, чтобы удовлетворить любую женщину. Если речь идёт о кредитной карте.",1.4,1,3,1,1,1
"Чтобы найти верную дорогу, сначала надо заблудиться.",1.4,1,1,2,2,1
"Хочу сейчас передать привет человеку, которой создал наушники и плеер. Спасибо,ты лучший!",1.4,1,3,1,1,1
Около века назад Фрейд высказал постулат о зависимости размера мужского достоинства и автомобиля его владельца. Старина Фрейд еще не знал о перфораторах...,1.4,2,1,1,1,2
Я всегда паникую когда кто-то берет мой телефон в руки.,1.4,1,1,1,3,1
"Ну вот как так можно? В течение одной недели профукать и северное сияние, и солнечное затмение...",1.4,1,2,1,2,1
"- Почему между Россией и Италией такие тесные экономические связи? - Просто итальянцы в ответе за тех, кого приручили с тех пор, как на АвтоВАЗе стали выпускать прототипы “фиатов”.",1.4,1,1,1,1,3
"После развода мы с бывшей сохранили хорошие отношения и часто встречаемся - то у меня день рождения, то у нее...",1.4,1,2,1,2,1
"- Почта, банки, телеграф... теперь это не революция, теперь это карьера.",1.4,1,2,1,1,2
"Последние дни весны, а тебя так никто и не полюбил.",1.4,3,1,1,1,1
"Самые ценные монеты современной России  Поищите у себя в кошельке или в копилке. Возможно, именно Вы являетесь обладателем редкой и ценной монеты на сумму до 200 000 рублей.",1.4,1,1,2,1,2
"Один человек, который думал, что ничего для меня не значит, был единственным, кто значил для меня все.",1.4,2,2,1,1,1
"- Ты почему такой грустный? - Волнуюсь, как там Париж встретит Новый Год без меня. - Тебе сколько лет? - Сорок пять. - Но ведь сорок пять лет он как-то встречал.",1.4,1,1,2,1,2
"Кто хочет приносить пользу, тот даже со связанными руками может сделать много добра. (Ф. Достоевский)",1.4,2,1,1,2,1
"Вместо того, чтобы вдогонку гнаться за счастьем, гораздо проще научиться узнавать его, когда оно само идёт тебе в руки.",1.4,1,2,1,1,2
По итогам года лучшим учителем был вновь признан отцовский ремень с пряжкой.,1.4,2,2,1,1,1
"- Как вы могли обесчестить меня тридцать лет назад? - И правда, ведь мог же когда-то... Студиоз.",1.4,1,1,3,1,1
"Люди очень удивляются, когда с ними поступаешь так же, как и они с тобой.",1.4,1,1,1,3,1
"15% отличников, поступивших по результатам ЕГЭ в МГУ им. Ломоносова, не смогли расшифровать название вуза.",1.4,1,1,1,3,1
Разгадана загадка Ченого квадрата Малевича - это портрет нефти,1.4,2,2,1,1,1
"Если перед вашим носом закрыли двери лифта, не огорчайтесь, в нём наверняка уехали больные люди, пусть даже и не заразные.",1.4,2,2,1,1,1
"Четверг даже лучше, чем воскресенье. Потому что в воскресенье – завтра понедельник, а в четверг – завтра пятница.",1.4,1,1,2,1,2
"Ваше резюме впечатляет и при личном общении вы произвели огромное впечатление на директора. Это ещё что, видели бы вы меня трезвым.",1.4,1,3,1,1,1
"В чем встречать Новый год, … в чем встречать … в здравом уме и трезвой памяти … если повезет…",1.4,2,1,1,2,1
"Запись в дневнике: Уважаемые родители, срочно зайдите в школу! Ваш сын описался на уроке мужества!!!",1.4,2,1,1,2,1
С браком всё обстоит очень просто. Неудачный брак - развод. Удачный брак - стокгольмский синдром.,1.4,1,2,1,2,1
"В результате многолетних исследований муравейников в Московской области было твердо установлено: Отношение длины окружности любого муравейника к его диаметру, есть величина постоянная, приблизительно равная 3. С праздником, исследователи муравейников в Московской области! С днем числа пи!",1.4,2,1,2,1,1
"Я думал друзей теряют в ссорах, а оказывается что они растворяются во времени.",1.4,3,1,1,1,1
"""На смску не отвечай, это дорого! Как дела? Как добрались?""",1.4,1,3,1,1,1
У меня самые простые вкусы. Я довольствуюсь только лучшим.,1.4,1,1,3,1,1
"- Сёма, скажите, вы едите рыбу фиш ложкой или вилкой? - Ой, мне всё равно, лишь бы да!",1.4,1,1,1,3,1
"так здорово, когда говорят: ""..без тебя так скучно было""",1.4,1,1,3,1,1
"Если женщина просит прощения, значит, у неё созрел новый план, не расслабляйся!",1.4,1,2,1,2,1
Чемпионом мира по маскировке признана монгольская армия! Ее до сих пор никто не видел!,1.4,2,1,2,1,1
"Интересно, почему в моей жизни так - как только появляется возможность заработать приличные деньги, сразу приходят ревизоры и прокуратура.",1.4,2,2,1,1,1
Мы все солдаты! - кричал Михаил Саакашвилли корреспонденту укрываясь бронежелетами телохранителей.,1.4,1,1,2,2,1
"Кинорежиссёр. Завтракает в кафе Прага, обедает в Якоре, ужинает в Европе. Жалуется, что не хватает зарплаты.",1.4,1,1,3,1,1
"На письменном экзамене по физике студент спрашивает экзаменатора: - Скажите пожалста, какая теплопроводность у меди? Тот удивляется: - А зачем это Вам??? Студент поясняет: - Я забыл чему равна постоянная Планка, вот и вычислю её из теплопроводности меди.",1.4,1,2,2,1,1
"Ни в России, ни на Украине, ни в Белорусии таможенникам и голову не придет бастовать, потому что за смену имеет больше годовой зарплаты польского.",1.4,1,1,3,1,1
"У меня с моей женой много общего. Например, она смотрит Дом-2, а я смотрю матчи нашей сборной по футболу.",1.4,1,1,2,1,2
"Когда у меня есть выбор между нормой и безумием, я выбираю безумие.",1.4,1,2,1,1,2
"Во всем мире Новый год - год Желтого Быка, а в Грузии - того же Козла.",1.4,1,2,1,1,2
Не выдали зарплату. Узнал многое об экономии.,1.4,1,2,2,1,1
Постарайся увидеть в людях добро Смысл искать пользу в гнилых яблоках?,1.4,2,1,1,2,1
"Вещи, в которых я на удивление хорош: 1. Не отвечать на сообщения; 2. Вечно на что-то надеяться; 3. Грустить; 4. Неловко молчать; 5. Выводить людей из себя; 6. Спать.",1.4,1,3,1,1,1
"Муж с собакой на руках, и жена с кошкой на руках сидят на диване. Жена, гладя кошку: - Да, хорошо нашей Мурке, ей шуба не нужна... Муж, гладя собаку: - Да и Жучка как-то на рыбалку не просится...",1.4,1,1,1,1,3
"Интернет разделился на тех, кто уже рехнулся на твиттере и тех, кто только собирается в нем зарегистрироваться.",1.4,1,2,2,1,1
"Интересно, каково это - жить в мире, где не нужны ксерокопии документов?",1.4,2,1,1,2,1
"Пельмешки, макароны, пончики, мороженое или история о том, как я пошел спать",1.4,1,3,1,1,1
"ЧМ-2014 помог российской сборной оценить свою силушку богатырскую и определить своё место в мире: европейской стране проиграли, а вот с африканской и азиатской сыграли на равных.",1.4,1,1,1,3,1
Самая главная новость дня - Лада-Калина смогла проехать 2000 км без поломок!,1.4,2,1,1,1,2
"Остатки мы возьмём с собой, для собаки! Дети хором: — Ура, нам купят собаку!!!",1.4,1,1,3,1,1
"Сделать милое фото - это правда очень тяжело, особенно, когда ты не милый.",1.4,1,1,3,1,1
"Если ты каждый день видишь попугая в костюме пчелы, то можешь не ставить лайк и листать дальше.",1.4,1,3,1,1,1
Все ищут хату на нг. А ты не ищешь. Ты нашел. Ты с родителями. Навсегда.,1.4,2,1,1,1,2
Аналитики ведущего агентства недвижимости КОНУРА ометили значительный рост цен на элитную недвижимость в районе Строгино г. Москвы в связи с открытием новой станции метрополитена в шаговой доступности.,1.4,1,3,1,1,1
"Проблема девушек: они любят тех, кто им делают больно. Проблема парней: они делают больно, тем, кого они любят.",1.4,1,3,1,1,1
"Самый ценный подарок, который ты можешь преподнести кому-либо — это твое ВРЕМЯ, потому что ты отдаешь то, что никогда не сможешь вернуть.",1.2,2,1,1,1,1
"""Будь безмятежен, словно цветок лотоса у подножия храма истины""",1.2,1,2,1,1,1
"Желаемое часто принимают за действительное вовсе не из-за того, что сильно желают, а потому, что слабо действуют.",1.2,2,1,1,1,1
"Часто делают нас счастливыми, совсем не те люди, от которых мы это ожидаем.",1.2,1,2,1,1,1
"Добрые люди умирают чаще жадных и злых, а самые жадные и злые вообще не умирают сами.",1.2,1,1,1,2,1
Новостной канал Только у нас НОВОСТИ интересные только нам!,1.2,1,2,1,1,1
"""Следуй за той машиной!"".",1.2,1,1,1,2,1
"В моей машине все живут по принципу ""водитель выбирает музыку - пассажир помалкивает в тряпочку"". © Сверхъестественное",1.2,2,1,1,1,1
"- Холмс! В новом московском парке Зарядье за первые 3 дня посетителями уничтожено 10 тыс растений. Почему!? - Это элементарно, Ватсон. Парк создали значительно быстрее, чем людей для его посещения.",1.2,1,1,1,2,1
"На часто встречаемый вопрос в американских фильмах всё в порядке?,наши,почти в каждом новом фильме,утвердительно говорятвсё будет хорошо!",1.2,1,1,2,1,1
Чукотское хокку: Вот и осень. Скоро в баню. Как незаметно год прошёл.,1.2,1,1,1,2,1
"Всегда была, есть и будет мода… на красивые неудобные туфли.",1.2,1,1,1,2,1
"Мы всегда будем терять тех, кого не ценим, а потом вдруг понимать и падать на колени.",1.2,1,1,2,1,1
"Залог хорошей карьеры - отчество жены. Маш, глянь, одна Иосифовна у нас уже была!",1.2,1,2,1,1,1
"Привет, зачем в друзья добавляешься? не твое дело",1.2,1,1,1,2,1
"Она: В небе летала перелётная птица. Я уходила, чтобы возвратиться. Он: В небе летали облака и зарница. Можешь спокойно снова удалиться. Его девушка: Лети, лети, лети туда, где не была ещё вчера.",1.2,1,2,1,1,1
"Творчество - это, как правило, искажение очевидного индивидуальностью.",1.2,1,1,1,1,2
"После того, как я написал про ""день без бумаги"", всех интересует только одно - как теперь в туалет ходить. Опавших листьев наберите :)",1.2,1,1,2,1,1
"Остерегайся оказаться на улице в Час Земли, когда в городах гаснут огни и экологическое зло властвует безраздельно.",1.2,2,1,1,1,1
"Девушки говорят, что худеют ради мужиков но по-моему, они худеют ради того, чтобы об этом говорить.",1.2,1,1,1,2,1
13 Августа 2008 года у Грузии появился подводный флот...,1.2,2,1,1,1,1
"ЕСЛИ бегать по замкнутому кругу – можно забыть, где старт, а где финиш.",1.2,1,2,1,1,1
"Церковный органист с трудом отыграл три гимна, когда к нему обратился викарий: - Вы не могли бы сыграть что-нибудь более современное? - Куда уж современнее? - прошипел в ответ органист. - Я и так на ходу сочиняю!",1.2,1,1,1,2,1
"Учись так, как будто тебе предстоит жить вечно, живи так, как будто тебе предстоит умереть завтра. Отто фон Бисмарк",1.2,2,1,1,1,1
Раньше младшие братья получали от старших старые игрушки. А теперь аккаунт от игрушки...,1.2,1,1,1,1,2
"Поговаривают, за пределами френдзоны есть отношения",1.2,2,1,1,1,1
"Пусть маленькие радости делают приятным каждый день, а приятные дни складываются в счастливую долгую жизнь!",1.2,1,2,1,1,1
"Человек, который заточит лезвия жилетт, недорого, станет мультимиллионером.",1.2,2,1,1,1,1
Снег давно стаял. Бестужев явственно слышал скрип дерева об асфальт. Анна по-прежнему бегала на лыжах.,1.2,1,2,1,1,1
"Количество просроченных кредитов за 3 последних месяца выросло более чем на 33,8 миллиарда рублей. А ведь ещё даже призрак кризиса не пришёл...",1.2,1,1,1,2,1
"Живёшь себе, живёшь, а потом - бац! И шестнадцать лет уже не тебе, а сыну...",1.2,1,1,2,1,1
"Не успела привыкнуть к своему возрасту, а он уже изменился.",1.2,1,1,1,1,2
Генеральный спонсор московского праздничного салюта в честь Дня Победы - компания Газпром,1.2,1,1,2,1,1
Секрет творческой натуры состоит в умении надежно скрывать источники «своего» творчества.,1.2,2,1,1,1,1
"Туристам на заметку: Если одновременно два юриста заявляют вам, что они являются вахтенными капитанами судна и работают тандемом - лучше не покупайте этот тур...",1.2,1,1,1,2,1
Конец света выдался в этом году каким-то особенно скучным...,1.2,2,1,1,1,1
"«Я не знаю, чего я хочу, но я этого добьюсь» © Фредерик Бегбедер",1.2,1,1,2,1,1
"Если всякая палка о двух концах, то человек - это всего лишь другой коец своей палки!",1.2,2,1,1,1,1
"Эх, прожить бы ещё лет 70, чтобы увидеть «Штирлица» и «Волга-волга» в 3D!",1.2,1,1,1,2,1
"Бессоница не столько мешает спать, сколько заставляет думать…",1.2,1,1,2,1,1
Кто поздравляет девушек с 8 марта: 5% - парни 10% - родители 85% - другие девушки,1.2,1,2,1,1,1
"Было бы хорошо, если бы можно было также легко кого-то забыть, как легко я забываю зачем пришел на кухню.",1.2,1,1,1,1,2
"Я так часто падаю духом, что на моём духе уже синяк размером с мою бесперспективность.",1.2,2,1,1,1,1
"Дедушки и бабушки не знают до сих пор, что такое ноутбук... Интересно, что через лет этак сорок не будут знать те, кто уже знаком с ноутбуком?..",1.2,1,1,2,1,1
"Миллионы людей мечтают о бессмертии, не зная, как провести сегодняшний день.",1.2,1,2,1,1,1
"В Питере, на крестовском построили самый большой в мире батут!",1.2,1,1,2,1,1
"Не бойся прощаться с тем, что не делает тебя счастливым.",1.2,1,1,2,1,1
"Да не должно быть всё по правилам, скучно же.",1.2,1,2,1,1,1
"Только поселившись на Рублевке,понимаешь, что это всего деревня Трехцентовка.",1.2,1,1,2,1,1
Не всем удается повзрослеть. Даже под старость.,1.2,1,2,1,1,1
"Пора начинать ловить рыбку с эсминцев. Экипаж около 80 чел., оборудование поставить не проблема...",1.2,1,1,1,2,1
"Настоящий охранник приносит на работу не сканворды, а ноутбук!",1.2,1,1,1,2,1
"Больше всего мы любим книги, в которых написаны наши мысли, которые мы просто не могли сформулировать.",1.2,1,1,1,2,1
Дорогие наши деятели телевизионных искусств. Вы все таки определитесь - рассказывать о великих достижениях нашей страны или собирать деньги смсками на операции детям.,1.2,1,2,1,1,1
"- Ваш звонок очень важен для нас! А что Вы ожидали услышать, звоня утром, в понедельник, да ещё после праздников?",1.2,1,1,1,1,2
"Говорят, что Алексей Учитель начал съемки фильма Инесса.",1.2,1,1,1,1,2
"Я не давал обещания, что никогда не поумнею.",1.2,1,1,2,1,1
"Все мы жонглируем тремя мячиками, которые называются: «работа», «семья» и «друзья» . Так вот, работа — резиновый мячик. Если нечаянно ты его уронишь, он снова прыгнет тебе в руки. А все остальные мячи — из стекла. Помните это.",1.2,1,1,1,1,2
В Санкт-Петербурге и Ленобласти в ходе профилактической операции изъято 43 пулемета На Финлядском вокзале изьята одна бронемашина.,1.2,1,2,1,1,1
"Как я не люблю делить своих людей с кем-то еще. Мое, значит мое.",1.2,1,1,1,1,2
"Нет ничего лучше, чем возвращаться туда, где ничего не изменилось, чтобы понять, как изменился ты сам.",1.2,1,1,1,1,2
- Что легче: уговорить женщину или бутылку? - Одно другому не мешает.,1.2,1,2,1,1,1
Учитель математики написал задание шрифтом из Властелина Колец.,1.2,1,1,2,1,1
90% номеров у меня в телефоне - это люди которым я никогда не позвоню.,1.2,1,2,1,1,1
"В мире есть столько всего интересного, что заниматься неинтересным делом - это преступление.",1.2,2,1,1,1,1
Я не ношу розовые очки — в них не видно бездонно голубого неба,1.2,1,1,1,1,2
"Бессмысленнее нет Чего-то на свете, Чем физкультура В университете.",1.2,1,1,1,1,2
"Если человек говорит вам о своих проблемах, он не жалуется и не ноет, он вам доверяет.",1.2,1,1,1,2,1
"- Я не экономист, но что стоит за рублем? И долларом? Вроде же как раз рубли и доллары можно выпускать сколько влезет. - За ними стоит очень могущественная сила — вера в то, что за ними что-то стоит.",1.2,1,1,1,1,2
Несчастные люди стареют гораздо быстрее счастливых. От унылых мыслей голова человека очень скоро становится похожей на маринованный грецкий орех.,1.2,1,2,1,1,1
"Merrill Lynch: К концу года за доллар будут давать 37 рублей, что составит примерно 0.000012 юаня.",1.2,1,1,2,1,1
"Жить, покоем дорожа — Пресно, тускло, простоквашно; Чтоб душа была свежа, Надо делать то, что страшно. (Игорь Губерман)",1.2,1,2,1,1,1
"До вчерашнего дня думал, что Башмет — это металлургический комплекс в Башкирии.",1.2,1,2,1,1,1
"Забытая в холодильнике еда равносильна деньгам, найденным в старой куртке.",1.2,1,2,1,1,1
"Ныне Бориса нет и лошадей на переправе не меняют. Седла модернизируют, боятся течением унесет.",1.0,1,1,1,1,1
"24 февраля Стиву Джобсу, основателю корпорации Apple могло бы исполниться 59 лет.",1.0,1,1,1,1,1
"О да. Я обожаю сплетни о себе. Вы тратите своё время и силы, обсуждая меня. В то время, как я даже не помню ваших имен.",1.0,1,1,1,1,1
- У нас дядя Вова три года назад казино проиграл. - И много он казино проиграл? - Он ВСЕ казино приграл.,1.0,1,1,1,1,1
Быть умным и хорошо учиться — две разные вещи.,1.0,1,1,1,1,1
"Пару месяцев назад астрологи предсказывали что после уефа, хоккея и евровидения у России будут еще победы. А ведь не обманули! ;)",1.0,1,1,1,1,1
"Я не разглядел тебя, когда ты была рядом. Теперь, когда тебя нет, я вижу тебя всюду. К/ф ""Руби Спаркс""",1.0,1,1,1,1,1
Такая уж доля у нашей страны: в каждом столетии самый удачный год - 13-ый.,1.0,1,1,1,1,1
После долгого сидения в Одноклассниках учительница в школе автоматически ставила всем 5+ и рисовала сердечки в дневнике.,1.0,1,1,1,1,1
Вот Ваш диплом.,1.0,1,1,1,1,1
"Если щас провести деноминацию один к ста, доллар опять будет стоить 62 копейки.",1.0,1,1,1,1,1
"""На улице был, руки мерзнут!""",1.0,1,1,1,1,1
"Умный мужчина, прежде чем жениться, сначала смотрит на маму потенциальной невесты, чтобы примерно знать, как будет выглядеть его жена через надцать лет.",1.0,1,1,1,1,1
"Вопрос ""а что подумают люди?"" должен стоять на самом последнем месте. По сути всем всё равно. Жизнь - то твоя.",1.0,1,1,1,1,1
Человека в человеке нет уже давно.,1.0,1,1,1,1,1
"Да, не все женщины изменяют! По статистике – всего только 80%",1.0,1,1,1,1,1
"57 секунд, лучший круг.",1.0,1,1,1,1,1
"Друзья, не будьте равнодушными, помогите! Это милое животное ищет любящую семью. Пуговка (так ее назвали работники приюта), дружелюбная и спокойная. За время пребывания в приюте она выучила несколько команд, таких как: сидеть, дай лапу и апорт. Поможем Пуговке найти новых хозяев! Репост!",1.0,1,1,1,1,1
"- А я теперь, девочки, бизнес-леди!!! Работа, машина, начальник не пристает!!! В общем... несчастливая я...",1.0,1,1,1,1,1
Диалог в моей голове утром: Просыпайся. Нет. Вставай! Нет. Ты так всю жизнь проспишь! Офигенно...,1.0,1,1,1,1,1
"люди могут придумать целую речь, чтобы оправдать себя. вместо того, что бы просто сказать: ""прости"".",1.0,1,1,1,1,1
"""И в печали, и в радости, и болезни и в здравии""",1.0,1,1,1,1,1
"Телефонный звонок в турфирму. Клиентка интересуется: - А в Турцию какие самолёты летают? - Ил-86. - Нее, я на боулинге хочу.",1.0,1,1,1,1,1
Первый твит в этом году я посвящаю вам друзья мои!!! Пусть никогда не исчезнут улыбки с ваших лиц!,1.0,1,1,1,1,1
"Однажды ты соскучишься по мне, поймешь, что время учит, а не лечит.",1.0,1,1,1,1,1
